,Order day,Stock item,Quantity,Price,Warehouse,Net Value,>100000
0,2024/07/01,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,59500.0,City center - Alex,59500.0,False
1,2024/07/01,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,47000.0,Miami center - Miami,47000.0,False
2,2024/07/01,IPHONE 13 english 128GB STARLIGHT WG,1,29700.0,Miami center -San,29700.0,False
3,2024/07/01,    IPHONE 13 ENGLISH 128GB GREEN WG,1,29200.0,Miami center - Miami,29200.0,False
4,2024/07/01,REDMI 12 MIDNIGHT BLACK 128GB/8 GB ROM G,1,10424.17,E- Commerce,10424.17,False
5,2024/07/01,IPHONE 15 YELLOW 128GB WG,1,40500.0,Miami center -Smouha,40500.0,False
6,2024/07/01,REDMI NOTE 13 PRO 256/8GB MIDNIGHT BLACK G,1,13800.0,Miami center -San,13800.0,False
7,2024/07/01,  HUAWEI FREE BUDS SE 2 BLUE G,1,2415.0,Miami center -San,2415.0,False
8,2024/07/01,IPHONE 15 PRO MAX 256GB BLACK TITANIUM WG,1,59500.0,Miami center -Smouha,59500.0,False
9,2024/07/01,KIESLECT KS MINI 1.78 ULTRA AMOLED,1,1950.0,Miami center -Smouha,1950.0,False
10,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center - Miami,29000.0,False
11,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center - Miami,29000.0,False
12,2024/07/01,SAMSUNG S24 ULTRA 256/12GB TITANIUM BLACK WG,1,47000.0,Miami center -Smouha,47000.0,False
13,2024/07/01,APPLE PENCIL (USB-C),1,6500.0,Miami center -San,6500.0,False
14,2024/07/01, IPAD PRO 13-INCH (M4) WI-FI 256GB SPACE BLACK WG,1,72500.0,Miami center -San,72500.0,False
15,2024/07/01,SAMSUNG A35 5G 256GB 8GB AWESOME ICE BLUE G,1,14700.0,Miami center -Smouha,14700.0,False
16,2024/07/01,APPLE WATCH SERIES 9 45MM MIDNIGHT WG ,1,20400.0,Miami center -San,20400.0,False
17,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29200.0,Miami center - Miami,29200.0,False
18,2024/07/01,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM (CH) DUAL SIM WG,1,75050.0,City center - Alex,75050.0,False
19,2024/07/01,IPHONE 15 BLACK ENGLISH 128 WG,1,39500.0,City stars,39500.0,False
20,2024/07/01,IPHONE 14 128GB DUAL SIM PURPLE WG,1,34885.0,Miami center -Smouha,34885.0,False
21,2024/07/01,SAMSUNG GALAXY FIT3 GREY,1,2800.0,City center - Alex,2800.0,False
22,2024/07/01,SAMSUNG A35 5G 256GB 8GB AWESOME NAVY G,1,14700.0,City center - Alex,14700.0,False
23,2024/07/01,GALAXY A15 YELLOW 256/8G,1,9780.0,Miami center -San,9780.0,False
24,2024/07/01,REDMI NOTE 13 128GB 8G midnight black G,1,10600.0,Miami center -San,10600.0,False
25,2024/07/01,IPHONE 14 128GB STARLIGHT WG,1,38600.0,City center - Alex,38600.0,False
26,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29150.0,Miami center - Miami,29150.0,False
27,2024/07/01,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,-1,47000.0,Miami center - Miami,-47000.0,False
28,2024/07/01,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,47000.0,Miami center - Miami,47000.0,False
29,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,miami center Bitash branch,29000.0,False
30,2024/07/01,IPHONE 15 PRO MAX 256GB BLACK TITANIUM WG,1,59500.0,Miami center -Smouha,59500.0,False
31,2024/07/01,USED IPHONE 15 PRO MAX 256GB NATURAL TITANUM WG / WITH BOX / WITH CABLE / BATTERY 100%,1,53000.0,HEADQUARTER - WAREHOUSE,53000.0,False
32,2024/07/01,    IPHONE 13 ENGLISH 128GB GREEN WG,1,29000.0,Miami center - Miami,29000.0,False
33,2024/07/01,GALAXY A15 BLUE BLACK128G/6G,1,7950.0,Miami center -Smouha,7950.0,False
34,2024/07/01,KIESLECT KS MINI 1.78 ULTRA AMOLED,1,1950.0,Miami Center - Dokki ,1950.0,False
35,2024/07/01,IPHONE 14 english 128GB PURPLE WG,1,38630.0,Miami Center - Gamal abdelnasser,38630.0,False
36,2024/07/01,IPHONE 13 english 128GB BLUE WG,1,29000.0,Miami center -Smouha,29000.0,False
37,2024/07/01, IPAD PRO 13-INCH (M4) WI-FI 256GB SILVER WG,1,72000.0,Miami center - Almaza,72000.0,False
38,2024/07/01,SAMSUNG A35 5G 256GB 8GB AWESOME NAVY G,1,15000.0,Miami center - Miami,15000.0,False
39,2024/07/01,    IPHONE 13 ENGLISH 128GB GREEN WG,1,30333.0,miami center Bitash branch,30333.0,False
40,2024/07/01,IPHONE 13 english 128GB PINK WG,1,30500.0,Miami center -San,30500.0,False
41,2024/07/01,SAMSUNG S24 ULTRA 256/12GB TITANIUM BLACK WG,1,46200.0,Miami center - Almaza,46200.0,False
42,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center - Almaza,29000.0,False
43,2024/07/01,KIESLECT KS MINI 1.78 ULTRA AMOLED,1,1980.0,City center - Alex,1980.0,False
44,2024/07/01,IPHONE 15 BLACK ENGLISH 128 WG,1,39700.0,City stars,39700.0,False
45,2024/07/01,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,46550.0,Miami center - Miami,46550.0,False
46,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center - Almaza,29000.0,False
47,2024/07/01,IPHONE 15 BLACK ENGLISH 128 WG,1,40200.0,miami center Bitash branch,40200.0,False
48,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29100.0,Miami center -San,29100.0,False
49,2024/07/01,GALAXY A15 LIGHT BLUE 128G/6G,1,7730.0,Miami center - Miami,7730.0,False
50,2024/07/01,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,46200.0,Miami center -San,46200.0,False
51,2024/07/01,GALAXY A15 BLUE BLACK256/8G,1,8700.0,Miami center -Smouha,8700.0,False
52,2024/07/01,XIAOMI REDMI A3 128/4GB MIDNIGHT BLACK G,1,5000.0,Miami center - Miami,5000.0,False
53,2024/07/01,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,58900.0,Miami center -San,58900.0,False
54,2024/07/01,GALAXY A15 BLUE BLACK128G/4G,1,6415.0,Miami center -Smouha,6415.0,False
55,2024/07/01,AIRPODS PRO ( 2ND GENERATION ) USB-C WG,1,10960.0,Miami center -Smouha,10960.0,False
56,2024/07/01,IPHONE 15 PRO.NATURAL TITANIUM.256 WG,1,56150.0,City stars,56150.0,False
57,2024/07/01,IPHONE 13 english 128GB BLUE WG,1,29300.0,City center - Alex,29300.0,False
58,2024/07/01,KIESLECT KS MINI 1.78 ULTRA AMOLED,1,2600.0,Miami Center - Dokki ,2600.0,False
59,2024/07/01,IPHONE 15 PLUS BLACK128GB ENGLISH WG,1,45500.0,Miami center -Smouha,45500.0,False
60,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center - Miami,29000.0,False
61,2024/07/01,IPHONE 15 BLUE ENGLISH 128GB DUAL SIM (CH) WG,1,41000.0,Miami center - Miami,41000.0,False
62,2024/07/01,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,58900.0,Miami center -San,58900.0,False
63,2024/07/01,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,58900.0,Miami center - Almaza,58900.0,False
64,2024/07/01,APPLE WATCH SERIES 9 45MM PINK AI LIGHT PINK WG,1,21800.0,City center - Alex,21800.0,False
65,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center -San,29000.0,False
66,2024/07/01,SAMSUNG GALAXY A05S 128/4GB LIGHT VIOLET G,1,5650.0,miami center Bitash branch,5650.0,False
67,2024/07/01,IPHONE 14 english 128GB BLUE WG,1,34500.0,Miami center - Almaza,34500.0,False
68,2024/07/01,IPHONE 15 BLACK ENGLISH 128 WG,1,40175.0,Miami Center - Gamal abdelnasser,40175.0,False
69,2024/07/01,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,46200.0,City center - Alex,46200.0,False
70,2024/07/01,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,46200.0,Miami center -Smouha,46200.0,False
71,2024/07/01,GALAXY A15 BLUE BLACK256/8G,1,8720.0,Miami center - Miami,8720.0,False
72,2024/07/01,    IPHONE 13 ENGLISH 128GB GREEN WG,1,29290.0,City stars,29290.0,False
73,2024/07/01,IPHONE 15 PROMAX 512GB NATURAL TITANUIM WG ,1,72000.0,City stars,72000.0,False
74,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,28900.0,City center - Alex,28900.0,False
75,2024/07/01,IPHONE 13 english 128GB STARLIGHT WG,1,28900.0,City center - Alex,28900.0,False
76,2024/07/01,SAMSUNG GALAXY A05S 128/4GB BLACK G,1,6900.0,Miami center - Miami,6900.0,False
77,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami Center - Dokki ,29000.0,False
78,2024/07/01,SAMSUNG A25 256/8GB BLUE BLACK G,1,11300.0,Miami center - Miami,11300.0,False
79,2024/07/01,SAMSUNG A35 5G 256GB 8GB AWESOME ICE BLUE G,1,15400.0,City center - Alex,15400.0,False
80,2024/07/01,GALAXY A15 256/8G LIGHT BLUE G,1,8550.0,Miami center -San,8550.0,False
81,2024/07/01,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,58900.0,Miami center - Miami,58900.0,False
82,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,36840.0,Miami center -Smouha,36840.0,False
83,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,33660.0,Miami center -Smouha,33660.0,False
84,2024/07/01,GALAXY A15 BLUE BLACK128G/4G,1,6480.0,Miami center -Smouha,6480.0,False
85,2024/07/01,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center -Smouha,29000.0,False
86,2024/07/01,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,46260.0,Miami center -San,46260.0,False
87,2024/07/01,IPHONE 13 english 128GB BLUE WG,1,29000.0,City stars,29000.0,False
88,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,58900.0,Miami center - Almaza,58900.0,False
89,2024/07/02,GALAXY A15 BLUE BLACK128G/6G,1,6950.0,Miami center -Smouha,6950.0,False
90,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,58900.0,Miami center - Almaza,58900.0,False
91,2024/07/02,IPHONE 13 english 128GB STARLIGHT WG,1,29000.0,City stars,29000.0,False
92,2024/07/02,IPHONE 13 english 128GB STARLIGHT WG,1,29000.0,City stars,29000.0,False
93,2024/07/02,REDMI NOTE 13 256G 8G MIDNIGHT BLACK G,1,9950.0,Miami center -San,9950.0,False
94,2024/07/02,SAMSUNG GALAXY A05S 128/4GB LIGHT VIOLET G,1,5650.0,Miami center -Smouha,5650.0,False
95,2024/07/02,IPHONE 15 BLUE ENGLISH 128 WG,1,37500.0,Miami center - Miami,37500.0,False
96,2024/07/02,    IPHONE 13 ENGLISH 128GB GREEN WG,1,29000.0,E- Commerce,29000.0,False
97,2024/07/02,    IPHONE 13 ENGLISH 128GB GREEN WG,1,29000.0,E- Commerce,29000.0,False
98,2024/07/02,GALAXY A15 BLUE BLACK128G/6G,1,7000.0,Miami center - Miami,7000.0,False
99,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,59250.0,City center - Alex,59250.0,False
100,2024/07/02,IPHONE 15 PRO BLUE TITANUM 256GB DUAL SIM (ZA) WG,1,56700.0,Miami center - Miami,56700.0,False
101,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
102,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
103,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
104,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
105,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
106,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
107,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
108,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
109,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
110,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
111,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
112,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
113,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
114,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
115,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
116,2024/07/02,SAMSUNG GALAXY A05S 128/6GB BLACK G,1,6550.0,Online,6550.0,False
117,2024/07/02,SAMSUNG GALAXY A05S 128/6GB LIGHT VIOLET G,1,6550.0,Online,6550.0,False
118,2024/07/02,SAMSUNG GALAXY A05S 128/6GB LIGHT VIOLET G,1,6550.0,Online,6550.0,False
119,2024/07/02,IPHONE 13 english 128GB BLUE WG,1,29580.0,City center - Alex,29580.0,False
120,2024/07/02,SAMSUNG A25 256/8GB LIGHT BLUE G,1,11530.0,Miami center - Miami,11530.0,False
121,2024/07/02,IPHONE 13 english 128GB BLUE WG,1,29000.0,City stars,29000.0,False
122,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,61200.0,City center - Alex,61200.0,False
123,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,61200.0,City center - Alex,61200.0,False
124,2024/07/02,REDMI 13C 128/6GB MIDNIGHT BLACK G,1,5935.0,Miami center - Almaza,5935.0,False
125,2024/07/02,MI WATCH 2 LITE BLACK,1,2300.0,E- Commerce,2300.0,False
126,2024/07/02,SAMSUNG A55 5G 256GB 8GB AWESOME NAVY G,1,25850.0,Miami Center - Dokki ,25850.0,False
127,2024/07/02,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,City stars,29000.0,False
128,2024/07/02,Huawei FreeBuds 5i Nebula Black,1,3500.0,E- Commerce,3500.0,False
129,2024/07/02,IPHONE 15 BLACK ENGLISH 128 WG,1,39875.0,Miami center -San,39875.0,False
130,2024/07/02,IPHONE 13 english 128GB MIDNIGHT WG,1,29100.0,Miami Center - Dokki ,29100.0,False
131,2024/07/02,    IPHONE 13 ENGLISH 128GB GREEN WG,1,29150.0,Miami Center - Dokki ,29150.0,False
132,2024/07/02,APPLE WATCH SERIES 9 45 MM SILVER AI STORM BLUE WG,1,24350.0,Miami center -Smouha,24350.0,False
133,2024/07/02,IPHONE 14 english 128GB PURPLE WG,1,34500.0,City stars,34500.0,False
134,2024/07/02,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,-1,46550.0,Miami center - Miami,-46550.0,False
135,2024/07/02,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,46200.0,Miami center - Miami,46200.0,False
136,2024/07/02,GALAXY A15 YELLOW 256/8G,1,8550.0,City stars,8550.0,False
137,2024/07/02,IPHONE 13 english 128GB PINK WG,1,30600.0,Miami center - Miami,30600.0,False
138,2024/07/02,GALAXY A15 256/8G LIGHT BLUE G,1,8550.0,City center - Alex,8550.0,False
139,2024/07/02,Samsung Galaxy S23 Ultra 12G 256GB Phantom Black WG,1,41640.0,Miami center - Almaza,41640.0,False
140,2024/07/02,REDMI NOTE 13 PRO 256/8GB MIDNIGHT BLACK G,1,13800.0,Miami Center - Dokki ,13800.0,False
141,2024/07/02,AIRPODS PRO ( 2ND GENERATION ) USB-C WG,1,10950.0,City center - Alex,10950.0,False
142,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,60000.0,City center - Alex,60000.0,False
143,2024/07/02,GALAXY A15 BLUE BLACK128G/4G,1,7270.0,Miami center - Miami,7270.0,False
144,2024/07/02,GALAXY A15 LIGHT BLUE 128G/6G,1,6950.0,Miami Center - Dokki ,6950.0,False
145,2024/07/02,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,46600.0,City center - Alex,46600.0,False
146,2024/07/02,IPHONE 13 english 128GB STARLIGHT WG,1,34200.0,Miami center - Almaza,34200.0,False
147,2024/07/02,SAMSUNG A25 256/8GB LIGHT BLUE G,1,11450.0,miami center Bitash branch,11450.0,False
148,2024/07/02,IPHONE 15 PRO MAX 256GB BLACK TITANIUM WG,1,59500.0,Miami center -Smouha,59500.0,False
149,2024/07/02,IPHONE 13 english 128GB MIDNIGHT WG,1,33700.0,Miami Center - Dokki ,33700.0,False
150,2024/07/02,GALAXY A15 256/8G LIGHT BLUE G,1,9780.0,Miami center -Smouha,9780.0,False
151,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,60000.0,City center - Alex,60000.0,False
152,2024/07/02,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,-1,46200.0,Miami center -Smouha,-46200.0,False
153,2024/07/02,GALAXY A15 LIGHT BLUE 128G/6G,1,6950.0,Miami center - Miami,6950.0,False
154,2024/07/02,GALAXY A15 BLUE BLACK128G/6G,1,6950.0,Miami center - Miami,6950.0,False
155,2024/07/02,IPHONE 13 english 128GB STARLIGHT WG,1,29700.0,Miami center -Smouha,29700.0,False
156,2024/07/02,GALAXY A15 BLUE BLACK128G/6G,1,7020.0,Miami center -Smouha,7020.0,False
157,2024/07/02,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center - Almaza,29000.0,False
158,2024/07/02,REDMI NOTE 13 256G 8G MIDNIGHT BLACK G,1,11500.0,Miami center -Smouha,11500.0,False
159,2024/07/02,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,46200.0,Miami center -Smouha,46200.0,False
160,2024/07/02,IPHONE 13 english 128GB PINK WG,1,29900.0,Miami Center - Gamal abdelnasser,29900.0,False
161,2024/07/02,IPHONE 13 english 128GB BLUE WG,1,29000.0,Miami Center - Dokki ,29000.0,False
162,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,59785.0,Miami center - Almaza,59785.0,False
163,2024/07/02,GALAXY A15 LIGHT BLUE 128G/4G,1,6450.0,Miami center - Miami,6450.0,False
164,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,59400.0,City stars,59400.0,False
165,2024/07/02,SAMSUNG S24 ULTRA 256/12GB TITANIUM BLACK WG,1,46200.0,City center - Alex,46200.0,False
166,2024/07/02,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center -Smouha,29000.0,False
167,2024/07/02,GALAXY A15 LIGHT BLUE 128G/4G,1,6350.0,miami center Bitash branch,6350.0,False
168,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,59400.0,City stars,59400.0,False
169,2024/07/02,SAMSUNG S24 ULTRA 256/12GB TITANIUM VIOLET WG,1,46200.0,Miami center - Almaza,46200.0,False
170,2024/07/02,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center -Smouha,29000.0,False
171,2024/07/02,IPHONE 13 english 128GB BLUE WG,1,29000.0,Miami center -San,29000.0,False
172,2024/07/02,SAMSUNG A55 5G 256GB 8GB AWESOME NAVY G,-1,25850.0,Miami Center - Dokki ,-25850.0,False
173,2024/07/02,XIAOMI REDMI A3 64/3GB MIDNIGHT BLACK G,1,4400.0,Miami center - Miami,4400.0,False
174,2024/07/02,GALAXY A15 BLUE BLACK128G/6G,1,6950.0,Miami center - Miami,6950.0,False
175,2024/07/02,    IPHONE 13 ENGLISH 128GB GREEN WG,1,29290.0,City stars,29290.0,False
176,2024/07/02,SAMSUNG S24 ULTRA 256/12GB TITANIUM BLACK WG,1,46200.0,Miami Center - Gamal abdelnasser,46200.0,False
177,2024/07/02,IPHONE 13 english 128GB PINK WG,1,29800.0,City stars,29800.0,False
178,2024/07/02,SAMSUNG A35 5G 128GB 8GB AWESOME ICE BLUE G,1,13400.0,Miami Center - Gamal abdelnasser,13400.0,False
179,2024/07/02,GALAXY A15 256/8G LIGHT BLUE G,1,8800.0,Miami center -Smouha,8800.0,False
180,2024/07/02,GALAXY A15 BLUE BLACK128G/4G,1,6350.0,Miami Center - Gamal abdelnasser,6350.0,False
181,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,59800.0,Miami center - Almaza,59800.0,False
182,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,58900.0,Miami center - Miami,58900.0,False
183,2024/07/02,IPHONE 15 PLUS BLACK128GB ENGLISH WG,1,45500.0,City center - Alex,45500.0,False
184,2024/07/02,IPHONE 15 PRO MAX 256GB BLACK TITANIUM WG,1,59500.0,City stars,59500.0,False
185,2024/07/02,IPHONE 14 ENGLISH 128GB MIDNIGHT WG,1,40800.0,City stars,40800.0,False
186,2024/07/02,SAMSUNG S24 ULTRA 256/12GB TITANIUM VIOLET WG,1,46200.0,Miami center -Smouha,46200.0,False
187,2024/07/02,REDMI NOTE 13 256G 8G MIDNIGHT BLACK G,1,9950.0,Miami center - Miami,9950.0,False
188,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,61200.0,Miami center -San,61200.0,False
189,2024/07/02,SAMSUNG A25 256/8GB LIGHT BLUE G,1,12850.0,Miami center - Miami,12850.0,False
190,2024/07/02,IPHONE 14 english 128GB BLUE WG,1,34500.0,Miami center - Miami,34500.0,False
191,2024/07/02,AIRPODS PRO ( 2ND GENERATION ) USB-C WG,1,11060.0,City center - Alex,11060.0,False
192,2024/07/02,  IPHONE 11 small 64GB BLACK WG,1,20750.0,Miami center - Almaza,20750.0,False
193,2024/07/02,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,46200.0,Miami center -San,46200.0,False
194,2024/07/02,IPHONE 14 english 128GB BLUE WG,1,34500.0,City stars,34500.0,False
195,2024/07/02,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,61200.0,Miami center - Miami,61200.0,False
196,2024/07/02,SAMSUNG A35 5G 128GB 8GB AWESOME ICE BLUE G,1,17910.0,Miami center - Miami,17910.0,False
197,2024/07/02,IPHONE 15 PRO MAX 256GB BLUE TITANIUM WG,1,59500.0,Miami center - Almaza,59500.0,False
198,2024/07/02,IPHONE 15 PRO MAX 256GB BLACK TITANIUM WG,1,59500.0,Miami center - Almaza,59500.0,False
199,2024/07/03,SAMSUNG GALAXY A05S 128/4GB LIGHT VIOLET G,1,5650.0,miami center Bitash branch,5650.0,False
200,2024/07/03,REDMI 13C 128/6GB MIDNIGHT BLACK G,1,6700.0,miami center Bitash branch,6700.0,False
201,2024/07/03,GALAXY A15 BLUE BLACK128G/6G,1,6950.0,Miami center -Smouha,6950.0,False
202,2024/07/03,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center - Miami,29000.0,False
203,2024/07/03,IPHONE 13 english 128GB STARLIGHT WG,1,29700.0,Miami center - Miami,29700.0,False
204,2024/07/03,IPHONE 15 PLUS BLACK128GB ENGLISH WG,1,45500.0,Miami Center - Dokki ,45500.0,False
205,2024/07/03,SAMSUNG A55 5G 256GB 8GB AWESOME NAVY G,1,25850.0,Miami Center - Dokki ,25850.0,False
206,2024/07/03,IPHONE 15 PLUS BLACK128GB ENGLISH WG,1,47500.0,Miami center -San,47500.0,False
207,2024/07/03,SAMSUNG GALAXY A05S 128/4GB LIGHT VIOLET G,1,5650.0,Miami center - Miami,5650.0,False
208,2024/07/03,IPHONE 13 english 128GB BLUE WG,1,29000.0,Miami center - Miami,29000.0,False
209,2024/07/03,IPHONE 13 english 128GB MIDNIGHT WG,1,29100.0,City center - Alex,29100.0,False
210,2024/07/03,IPHONE 15 PRO MAX 256GB BLACK TITANIUM WG,1,60400.0,Miami center -San,60400.0,False
211,2024/07/03,IPHONE 13 english 128GB STARLIGHT WG,1,29500.0,Miami center - Miami,29500.0,False
212,2024/07/03,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,60115.0,Miami center -Smouha,60115.0,False
213,2024/07/03,IPHONE 13 english 128GB MIDNIGHT WG,1,29000.0,Miami center -San,29000.0,False
214,2024/07/03,IPHONE 13 english 128GB BLUE WG,1,29000.0,miami center Bitash branch,29000.0,False
215,2024/07/03,SAMSUNG S24 ULTRA 256/12GB TITANIUM GRAY WG,1,46200.0,E- Commerce,46200.0,False
216,2024/07/03,IPHONE 15 BLACK ENGLISH 128 WG,1,39500.0,Miami Center - Dokki ,39500.0,False
217,2024/07/03, IPAD PRO 13-INCH (M4) WI-FI 256GB SPACE BLACK WG,1,68000.0,HEADQUARTER - WAREHOUSE,68000.0,False
218,2024/07/03,IPHONE 15 PRO MAX 256GB BLACK TITANIUM WG,1,59500.0,City center - Alex,59500.0,False
219,2024/07/03,IPHONE 15 PRO MAX 256GB BLACK TITANIUM WG,1,59500.0,City center - Alex,59500.0,False
220,2024/07/03,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,58900.0,Miami center -Smouha,58900.0,False
221,2024/07/03,USED IPHONE 14 PLUS 128GB MIDNIGHT / WITH BOX / WITH CABLE / BATTERY 84% / WG ,1,37500.0,Miami Center - Dokki ,37500.0,False
222,2024/07/03,IPHONE 13 english 128GB PINK WG,1,30650.0,City stars,30650.0,False
223,2024/07/03,IPHONE 15 BLUE ENGLISH 128 WG,1,39900.0,Miami center -San,39900.0,False
224,2024/07/03,AIRPODS PRO ( 2ND GENERATION ) USB-C WG,1,12520.0,City stars,12520.0,False
225,2024/07/03,GALAXY A15 256/8G LIGHT BLUE G,1,10780.0,Miami center -San,10780.0,False
226,2024/07/03,SAMSUNG A35 5G 256GB 8GB AWESOME NAVY G,1,14965.0,Miami center -Smouha,14965.0,False
227,2024/07/03,IPHONE 15 PRO MAX 256GB NATURAL TITANIUM WG,1,58900.0,Miami center -San,58900.0,False
228,2024/07/03,IPHONE 13 english 128GB BLUE WG,1,29000.0,Miami center - Miami,29000.0,False
229,2024/07/03,IPHONE 15 PINK ENGLISH 128 WG,1,39500.0,Miami center -San,39500.0,False
230,2024/07/03,REDMI NOTE 13 256G 8G MIDNIGHT BLACK G,1,11500.0,Miami center - Almaza,11500.0,False
231,2024/07/03,IPHONE 13 english 128GB STARLIGHT WG,1,29700.0,Miami center - Miami,29700.0,False
232,2024/07/03,GALAXY A15 256/8G LIGHT BLUE G,1,8500.0,miami center Bitash branch,8500.0,False
233,2024/07/03,IPHONE 14 english 128GB BLUE WG,1,34500.0,Miami center -San,34500.0,False
234,2024/07/03,IPHONE 15 PRO NATURAL TITANUIM 128GB WG,1,64680.0,Miami center -San,64680.0,False
235,2024/07/03,IPHONE 15 YELLOW ENGLISH 128 WG,1,49100.0,City center - Alex,49100.0,False
236,2024/07/03,IPHONE 15 PRO MAX 256GB BLUE TITANIUM WG,1,59500.0,Miami center -Smouha,59500.0,False
